HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),N_FacilitiesInApt,SalePrice,TimeToSubway_min,Age,Size_m2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,325663,2.5,18,128.856461
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,194690,2.5,19,83.891409
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,230088,2.5,17,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,238053,2.5,18,80.639804
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,170796,12.5,39,105.07329299999999
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,451327,2.5,18,152.63962899999999
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,290265,2.5,11,59.45792
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,144752,2.5,12,59.829532
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,212389,2.5,17,84.913342
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,94690,12.5,33,32.980565
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,210619,2.5,18,84.913342
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,3,53097,7.5,40,54.534061
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,258079,2.5,12,84.54173
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,308849,2.5,18,80.639804
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,217699,2.5,17,77.016587
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,353982,2.5,18,137.775149
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,185840,7.5,20,84.913342
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,257522,2.5,11,59.45792
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,211061,2.5,19,75.994654
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,170796,7.5,20,69.026929
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,318584,2.5,18,137.775149
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,198230,12.5,39,127.927431
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,295575,2.5,19,131.179036
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,92035,17.5,32,59.829532
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2,74955,7.5,11,19.788339
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,367256,2.5,12,84.54173
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,3,166371,2.5,47,123.282281
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,210619,2.5,17,77.016587
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,70796,12.5,33,32.980565
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,162831,12.5,39,105.07329299999999
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,176106,17.5,32,59.829532
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,58849,12.5,33,53.512128
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,367256,2.5,11,84.54173
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,398230,2.5,18,128.856461
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,188495,7.5,20,84.913342
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,5,84070,17.5,28,59.829532
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,402654,2.5,19,191.008568
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,243362,2.5,18,126.905498
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,37168,12.5,33,32.980565
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,123893,17.5,33,134.523544
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,10,247787,7.5,10,59.829532
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,181415,2.5,19,75.994654
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,207522,30.0,16,107.76748
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,3,175221,7.5,39,84.54173
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,225663,12.5,39,105.07329299999999
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,145628,30.0,16,84.54173
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,314159,2.5,19,191.008568
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,300884,2.5,12,84.54173
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,78761,12.5,33,32.980565
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,278761,7.5,20,84.913342
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,167964,2.5,19,83.891409
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,276991,7.5,20,84.913342
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,235840,2.5,17,77.016587
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,300884,2.5,18,137.775149
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,281415,2.5,12,84.263021
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,371681,2.5,18,137.775149
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,147761,2.5,12,59.829532
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,232743,12.5,39,84.913342
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,5,88495,17.5,28,39.94829
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,247787,2.5,19,84.913342
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,204424,2.5,19,75.994654
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,264424,2.5,17,108.417801
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,176991,12.5,39,121.981639
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,3,97345,7.5,39,73.672079
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,3,94690,7.5,39,84.54173
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,346902,2.5,12,84.54173
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,153982,7.5,20,53.140516
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,133628,12.5,39,84.913342
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,245132,2.5,19,110.740376
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,88495,17.5,33,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,400884,2.5,18,152.63962899999999
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2,107079,7.5,11,26.756064
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,225663,2.5,17,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,261061,7.5,20,84.913342
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,362831,2.5,19,191.008568
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,103663,2.5,12,39.576678
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,346902,2.5,11,84.54173
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,3,139823,2.5,47,83.891409
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,89380,12.5,33,32.980565
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,158407,12.5,39,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,319469,2.5,18,128.856461
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,3,150442,2.5,47,83.891409
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,515044,2.5,11,100.799755
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,376106,2.5,19,106.745547
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,252212,12.5,39,127.927431
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,260619,30.0,16,84.54173
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,137168,17.5,32,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,232743,2.5,18,80.639804
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2,75221,7.5,11,19.788339
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,446902,2.5,18,157.00607
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,179646,17.5,32,119.659064
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,265442,30.0,16,107.76748
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,150778,2.5,12,59.829532
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,3,55752,7.5,39,47.194724
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,184070,12.5,39,127.927431
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,263716,2.5,18,129.506782
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,365486,2.5,18,157.00607
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,75088,7.5,20,53.140516
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,343362,12.5,39,127.927431
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,282566,2.5,18,129.506782
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,526548,2.5,18,179.116984
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,265486,12.5,39,166.853788
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,135398,7.5,20,69.026929
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,151327,12.5,39,105.07329299999999
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,286902,2.5,18,129.506782
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,139823,7.5,20,69.026929
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,238938,2.5,18,80.639804
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,75088,7.5,20,53.140516
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,3,181415,2.5,47,83.891409
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,253982,2.5,18,129.506782
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,484955,2.5,18,141.119657
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,5,123008,17.5,22,84.263021
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,225663,12.5,19,84.54173
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,141592,7.5,20,69.026929
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2,99115,7.5,11,26.756064
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,103663,2.5,12,39.576678
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,265486,2.5,12,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,140380,2.5,12,59.829532
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,151769,17.5,32,59.829532
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,94690,17.5,32,59.829532
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,163716,30.0,16,84.54173
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,247787,2.5,11,59.829532
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,325663,2.5,17,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,246902,7.5,20,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,113274,7.5,20,53.140516
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,557522,2.5,18,179.116984
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,10,321238,7.5,10,59.829532
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,209734,30.0,16,107.76748
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,193805,7.5,20,53.140516
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,66371,12.5,33,53.512128
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,75920,7.5,20,53.140516
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,92035,17.5,32,59.829532
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,75920,7.5,20,53.140516
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,347787,2.5,18,123.932602
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,158407,7.5,20,53.140516
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,296460,2.5,18,118.265519
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,362831,2.5,18,141.119657
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,256637,2.5,18,126.905498
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,345132,12.5,39,127.927431
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,3,176991,2.5,47,83.891409
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,161061,12.5,39,105.07329299999999
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,334513,2.5,11,84.54173
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,10,393805,7.5,10,84.54173
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,185840,12.5,39,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,140265,7.5,20,69.026929
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,242477,2.5,17,77.016587
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,200522,30.0,16,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,201769,7.5,20,53.140516
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,10,362831,2.5,11,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,149274,2.5,12,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,291150,2.5,18,80.639804
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,236725,2.5,18,131.829357
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,339035,2.5,18,152.63962899999999
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,141592,12.5,39,84.913342
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,131858,17.5,33,59.829532
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,154867,12.5,39,121.981639
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,245132,12.5,19,75.623042
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,325663,2.5,12,84.54173
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,159292,17.5,32,84.913342
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2,72566,7.5,11,19.788339
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,292035,2.5,18,80.639804
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,198256,30.0,16,84.54173
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,238938,2.5,18,80.639804
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,147761,2.5,12,59.829532
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,10,384955,7.5,10,84.54173
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,270796,2.5,18,126.905498
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,336283,2.5,11,84.263021
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,110619,17.5,33,84.913342
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,83628,17.5,32,59.829532
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,203539,2.5,19,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,224778,12.5,19,59.086308
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,338938,2.5,18,80.639804
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,333628,2.5,18,131.829357
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,262920,30.0,16,107.76748
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,176106,2.5,19,83.891409
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,292035,2.5,17,77.016587
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,154867,12.5,39,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,203539,12.5,19,75.623042
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,132743,17.5,32,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,75920,7.5,20,53.140516
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,265442,30.0,16,107.76748
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,380530,2.5,19,191.008568
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,237168,2.5,18,80.639804
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,262831,2.5,18,129.506782
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,238938,12.5,39,127.927431
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,319469,2.5,18,151.338987
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,149274,2.5,12,59.829532
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,156637,7.5,20,53.140516
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,150778,2.5,12,59.829532
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,304424,30.0,16,84.54173
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,281415,30.0,16,84.54173
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,3,233185,2.5,47,80.918513
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,150778,2.5,12,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,212389,2.5,18,80.639804
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,3,56637,7.5,39,47.194724
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,181415,7.5,20,69.026929
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,299115,2.5,18,129.506782
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,286902,2.5,18,129.506782
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,10,349557,2.5,11,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,126548,12.5,39,84.913342
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,106194,17.5,32,59.829532
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,181415,2.5,19,83.891409
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,347787,2.5,18,80.639804
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,199637,30.0,16,84.54173
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,59292,12.5,33,53.512128
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,34070,12.5,33,32.980565
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,283185,2.5,19,133.501611
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,243362,7.5,20,84.913342
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,36283,12.5,33,32.980565
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,256637,2.5,19,79.617871
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,75920,7.5,20,53.140516
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,333628,2.5,11,84.54173
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,168141,7.5,20,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,387610,2.5,18,152.63962899999999
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,214159,2.5,19,75.994654
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,162831,12.5,39,105.07329299999999
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,148672,17.5,32,59.829532
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,230088,17.5,32,134.802253
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,210619,2.5,17,77.016587
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,171681,7.5,20,84.913342
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,156637,30.0,16,84.54173
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,320353,2.5,19,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,230088,7.5,20,84.913342
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,411504,2.5,11,101.450076
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,230088,7.5,20,109.997152
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,55752,12.5,33,53.512128
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,206194,2.5,19,75.994654
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,237168,2.5,18,80.639804
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,314159,2.5,19,161.929929
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,453982,2.5,19,161.929929
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,198451,30.0,16,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,141592,12.5,19,75.623042
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,422123,2.5,18,157.00607
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,3,59911,7.5,39,47.194724
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,432743,2.5,18,151.338987
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,283185,2.5,18,134.151932
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,274336,2.5,18,80.639804
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,184070,2.5,19,83.891409
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,131858,17.5,32,84.913342
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,123893,12.5,33,59.45792
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,433628,2.5,18,152.63962899999999
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,215929,2.5,18,80.639804
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,269911,7.5,20,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,388495,2.5,12,84.54173
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,115044,17.5,32,59.829532
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,219911,12.5,19,75.344333
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,113274,17.5,32,59.829532
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,169026,7.5,20,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,180973,2.5,18,80.639804
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,353982,2.5,12,84.54173
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,207964,12.5,39,127.927431
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,267699,7.5,20,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,320353,2.5,18,128.856461
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,218584,2.5,18,80.639804
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,273893,30.0,16,84.54173
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,495575,2.5,18,128.856461
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,169469,7.5,20,53.140516
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,307079,2.5,19,191.008568
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,429203,2.5,18,137.775149
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,130973,7.5,20,53.140516
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,348672,2.5,18,128.856461
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,288495,2.5,11,84.54173
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,247787,12.5,19,59.086308
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,272566,2.5,11,59.829532
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,253097,12.5,19,75.344333
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,207964,30.0,16,107.76748
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,289380,2.5,18,118.265519
